-3.4372,-19.621,-60.23
-4.9194,-16.94,-59.019
-6.2589,-14.401,-57.445
-7.4587,-12.016,-55.577
-8.5284,-9.7853,-53.484
-9.4831,-7.7008,-51.23
-10.343,-5.7447,-48.873
-11.129,-3.8925,-46.461
-11.868,-2.1138,-44.032
-10.237,-22.782,-59.903
-11.69,-20.161,-58.396
-12.922,-17.659,-56.555
-13.944,-15.295,-54.447
-14.775,-13.077,-52.138
-15.44,-11.005,-49.691
-15.966,-9.0699,-47.159
-16.384,-7.2558,-44.59
-16.724,-5.5417,-42.02
-16.255,-26.837,-57.582
-17.686,-24.215,-55.942
-18.791,-21.685,-53.964
-19.595,-19.277,-51.723
-20.131,-17.01,-49.294
-20.439,-14.889,-46.743
-20.563,-12.912,-44.13
-20.548,-11.068,-41.506
-20.44,-9.3398,-38.91
-21.034,-31.349,-53.596
-22.492,-28.712,-51.927
-23.498,-26.12,-49.918
-24.09,-23.619,-47.653
-24.322,-21.241,-45.213
-24.255,-19.003,-42.673
-23.957,-16.913,-40.098
-23.495,-14.966,-37.538
-22.933,-13.147,-35.036
-24.353,-35.927,-48.374
-25.886,-33.295,-46.715
-26.837,-30.633,-44.744
-27.26,-28.008,-42.546
-27.227,-25.471,-40.206
-26.823,-23.058,-37.798
-26.138,-20.788,-35.383
-25.261,-18.669,-33.012
-24.277,-16.694,-30.72
-26.201,-40.278,-42.349
-27.817,-37.676,-40.687
-28.755,-34.951,-38.785
-29.075,-32.191,-36.722
-28.858,-29.468,-34.573
-28.203,-26.839,-32.403
-27.216,-24.342,-30.262
-25.999,-21.998,-28.192
-24.652,-19.816,-26.218
-26.713,-44.229,-35.881
-28.366,-41.658,-34.179
-29.314,-38.878,-32.351
-29.607,-35.989,-30.46
-29.316,-33.077,-28.563
-28.537,-30.218,-26.707
-27.37,-27.468,-24.928
-25.92,-24.868,-23.25
-24.289,-22.44,-21.687
-26.1,-47.721,-29.202
-27.692,-45.137,-27.442
-28.649,-42.298,-25.684
-28.987,-39.294,-23.972
-28.749,-36.215,-22.346
