-3.5084,-17.785,-53.141
-4.6825,-15.453,-51.324
-5.6178,-13.406,-49.094
-6.3471,-11.624,-46.592
-6.9137,-10.07,-43.947
-7.3668,-8.6902,-41.27
-7.7573,-7.4246,-38.647
-8.1348,-6.2083,-36.141
-8.5462,-4.9754,-33.792
-8.9049,-20.808,-52.469
-10.057,-18.413,-50.637
-10.864,-16.257,-48.39
-11.378,-14.342,-45.865
-11.661,-12.648,-43.188
-11.781,-11.141,-40.466
-11.807,-9.7761,-37.785
-11.804,-8.5015,-35.209
-11.829,-7.2633,-32.781
-13.489,-24.48,-50.267
-14.675,-22.021,-48.504
-15.432,-19.728,-46.357
-15.816,-17.625,-43.944
-15.901,-15.72,-41.374
-15.761,-13.999,-38.744
-15.477,-12.44,-36.132
-15.12,-11.01,-33.6
-14.757,-9.6725,-31.187
-16.959,-28.428,-46.843
-18.258,-25.932,-45.193
-19.065,-23.517,-43.208
-19.431,-21.227,-40.984
-19.425,-19.091,-38.608
-19.122,-17.123,-36.163
-18.601,-15.322,-33.716
-17.939,-13.679,-31.322
-17.207,-12.173,-29.02
-19.206,-32.336,-42.56
-20.698,-29.854,-41.019
-21.649,-27.363,-39.203
-22.095,-24.92,-37.184
-22.092,-22.576,-35.036
-21.709,-20.364,-32.822
-21.022,-18.31,-30.603
-20.107,-16.422,-28.425
-19.039,-14.702,-26.326
-20.278,-35.983,-37.762
-22.028,-33.579,-36.281
-23.185,-31.068,-34.591
-23.769,-28.521,-32.75
-23.825,-26.004,-30.818
-23.411,-23.572,-28.852
-22.601,-21.27,-26.901
-21.475,-19.129,-25.005
-20.113,-17.168,-23.199
-20.33,-39.252,-32.719
-22.371,-36.987,-31.212
-23.753,-34.507,-29.574
-24.484,-31.895,-27.858
-24.599,-29.234,-26.119
-24.157,-26.602,-24.407
-23.235,-24.062,-22.761
-21.922,-21.666,-21.215
-20.313,-19.451,-19.791
-19.56,-42.118,-27.592
-21.891,-40.043,-25.946
-23.472,-37.621,-24.277
-24.306,-34.955,-22.64
-24.43,-32.154,-21.086
-23.917,-29.32,-19.654
-22.862,-26.542,-18.373
-21.374,-23.893,-17.257
-19.572,-21.423,-16.309
-18.15,-44.632,-22.418
-20.736,-42.776,-20.507
-22.451,-40.403,-18.738
-23.305,-37.654,-17.169
-23.355,-34.676,-15.84
-22.702,-31.611,-14.77
-21.478,-28.577,-13.956
-19.826,-25.671,-13.379
-17.894,-22.956,-13.005
29.548,-14.69,-29.471
27.594,-12.946,-27.877
25.87,-11.09,-26.331
24.294,-9.1535,-24.813
22.792,-7.1782,-23.309
21.297,-5.2121,-21.812
19.75,-3.3108,-20.322
18.105,-1.5363,-18.845
16.327,0.044124,-17.398
27.454,-13.045,-33.95
25.746,-11.195,-32.254
24.178,-9.2612,-30.62
22.687,-7.2833,-29.021
21.214,-5.3099,-27.435
19.708,-3.3968,-25.847
18.127,-1.6064,-24.251
16.439,-0.0057364,-22.649
14.629,1.3358,-21.054
24.59,-11.937,-38.214
23.067,-9.9792,-36.477
21.6,-7.9958,-34.783
20.151,-6.0225,-33.108
18.688,-4.1017,-31.431
17.182,-2.2808,-29.735
15.612,-0.61143,-28.013
13.966,0.85245,-26.263
12.241,2.0567,-24.495
21.043,-11.402,-42.137
19.649,-9.3471,-40.393
18.247,-7.3452,-38.64
16.826,-5.4181,-36.868
15.381,-3.5903,-35.07
13.905,-1.8884,-33.239
12.397,-0.34021,-31.374
10.857,1.026,-29.477
9.2901,2.1824,-27.554
16.909,-11.462,-45.608
15.597,-9.3274,-43.869
14.248,-7.331,-42.041
12.872,-5.4755,-40.14
11.482,-3.7613,-38.185
10.084,-2.1872,-36.191
8.6891,-0.75093,-34.171
7.3021,0.55071,-32.138
5.9282,1.7212,-30.1
12.286,-12.129,-48.528
11.023,-9.932,-46.792
9.7378,-7.9512,-44.867
8.4482,-6.1699,-42.809
7.1695,-4.5644,-40.67
5.9124,-3.1061,-38.492
4.6833,-1.7632,-36.313
3.4845,-0.50244,-34.156
2.3138,0.70935,-32.039
7.2738,-13.405,-50.811
6.0428,-11.161,-49.064
4.8468,-9.188,-47.029
3.6969,-7.4581,-44.802
2.5977,-5.9301,-42.469
1.5477,-4.5545,-40.103
0.54009,-3.2774,-37.764
-0.43627,-2.0428,-35.492
-1.3969,-0.79461,-33.311
1.9746,-15.292,-52.375
0.76987,-13.006,-50.6
-0.30687,-11.015,-48.458
-1.2644,-9.2909,-46.073
-2.1203,-7.7857,-43.563
-2.8986,-6.4413,-41.023
-3.6274,-5.1932,-38.533
-4.337,-3.9743,-36.146
-5.0591,-2.717,-33.894
18.146,-39.55,0.82437
16.835,-37.03,2.5058
15.386,-34.391,3.7633
13.837,-31.692,4.6124
12.227,-28.986,5.0813
10.589,-26.318,5.2073
8.9547,-23.728,5.0346
7.3496,-21.246,4.6104
5.7954,-18.896,3.9832
22.983,-36.164,-0.60933
21.812,-33.691,1.3287
20.412,-31.125,2.8638
18.822,-28.515,3.9908
17.083,-25.913,4.7172
15.238,-23.365,5.0614
13.329,-20.909,5.0517
11.397,-18.581,4.7239
9.4767,-16.406,4.1188
26.919,-32.471,-3.3014
25.79,-29.985,-1.4187
24.415,-27.462,0.16161
22.821,-24.941,1.4227
21.039,-22.461,2.3558
19.104,-20.058,2.9601
17.055,-17.766,3.2425
14.931,-15.615,3.2171
12.771,-13.631,2.9047
29.771,-28.754,-6.9362
28.526,-26.289,-5.2723
27.099,-23.836,-3.781
25.495,-21.421,-2.4829
23.727,-19.068,-1.3965
21.809,-16.804,-0.53716
19.762,-14.655,0.08333
17.609,-12.646,0.45744
15.381,-10.803,0.58237
31.501,-25.231,-11.181
30.01,-22.871,-9.7503
28.458,-20.541,-8.3773
26.827,-18.254,-7.0816
25.104,-16.024,-5.8849
23.277,-13.872,-4.8096
21.34,-11.819,-3.8784
19.295,-9.8882,-3.1134
17.148,-8.1068,-2.5349
32.188,-22.04,-15.737
30.402,-19.87,-14.445
28.699,-17.708,-13.14
27.035,-15.56,-11.839
25.37,-13.44,-10.559
23.667,-11.365,-9.3227
21.893,-9.3583,-8.154
20.024,-7.4471,-7.0796
18.042,-5.6629,-6.1272
31.981,-19.238,-20.377
29.958,-17.295,-19.08
28.14,-15.308,-17.758
26.461,-13.289,-16.416
24.857,-11.254,-15.065
23.27,-9.2273,-13.72
21.648,-7.2375,-12.398
19.945,-5.32,-11.122
18.127,-3.5157,-9.9191
31.05,-16.81,-24.968
